group_name,group_description,id
Science and Engineering Associate Professionals,Mechanical Engineering Technicians,2669
Business and Administration Professionals,Advertising and Marketing Professionals,2670
"Agricultural, Forestry and Fishery Labourers",Crop Farm Labourers,2671
Health Professionals,Health Professionals Not Elsewhere Classified,2672
Stationary Plant and Machine Operators,Shoemaking and Related Machine Operators,2673
Personal Services Workers,"Cleaning and Housekeeping Supervisors in Offices, Hotels and Other Establishments",2674
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Shoemakers and Related Workers,2675
Science and Engineering Professionals,Electronics Engineers,2676
Science and Engineering Professionals,Electrical Engineers,2677
Science and Engineering Associate Professionals,Chemical and Physical Science Technicians,2678
Business and Administration Professionals,Technical and Medical Sales Professionals (excluding ICT),2679
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Pelt Dressers, Tanners and Fellmongers",2680
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2681
"Legal, Social and Cultural Professionals",Archivists and Curators,2682
Teaching Professionals,University and Higher Education Teachers,2683
Drivers and Mobile Plant Operators,"Car, Taxi and Van Drivers",2684
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2685
Teaching Professionals,Vocational Education Teachers,2686
Market-oriented Skilled Agricultural Workers,Gardeners; Horticultural and Nursery Growers,2687
Stationary Plant and Machine Operators,Rubber Products Machine Operators,2688
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,2689
Stationary Plant and Machine Operators,Rubber Products Machine Operators,2690
Health Professionals,Health Professionals Not Elsewhere Classified,2691
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2692
Science and Engineering Associate Professionals,Chemical and Physical Science Technicians,2693
Electrical and Electronics Trades Workers,Building and Related Electricians,2694
"Legal, Social and Cultural Professionals",Actors,2695
Teaching Professionals,Secondary Education Teachers,2696
Production and Specialized Services Managers,Information and Communications Technology Services Managers,2697
Business and Administration Associate Professionals,Valuers and Loss Assessors,2698
Business and Administration Associate Professionals,Insurance Representatives,2699
Business and Administration Associate Professionals,Valuers and Loss Assessors,2700
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Aquaculture Workers,2701
Administrative and Commercial Managers,Business Services and Administration Managers Not Elsewhere Classified,2702
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2703
Numerical and Material Recording Clerks,Transport Clerks,2704
Science and Engineering Associate Professionals,Mining and Metallurgical Technicians,2705
Customer Services Clerks,"Bookmakers, Croupiers and Related Gaming Workers",2706
Science and Engineering Professionals,"Biologists, Botanists, Zoologists and Related Professionals",2707
Sales Workers,Street Food Salespersons,2708
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2709
"Metal, Machinery and Related Trades Workers",Welders and Flame Cutters,2710
"Chief Executives, Senior Officials and Legislators",Senior Officials of Special-interest Organizations,2711
Stationary Plant and Machine Operators,"Metal Finishing, Plating and Coating Machine Operators",2712
Teaching Professionals,University and Higher Education Teachers,2713
Personal Services Workers,Transport Conductors,2714
Market-oriented Skilled Agricultural Workers,Livestock and Dairy Producers,2715
Handicraft and Printing Workers,Printers ,2716
Protective Services Workers,Protective Services Workers Not Elsewhere Classified,2717
"Metal, Machinery and Related Trades Workers",Structural Metal Preparers and Erectors,2718
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Aquaculture Workers,2719
Science and Engineering Associate Professionals,Chemical and Physical Science Technicians,2720
Customer Services Clerks,"Bookmakers, Croupiers and Related Gaming Workers",2721
Health Professionals,Health Professionals Not Elsewhere Classified,2722
Stationary Plant and Machine Operators,Paper Products Machine Operators,2723
Handicraft and Printing Workers,Jewellery and Precious Metal Workers,2724
Business and Administration Associate Professionals,Trade Brokers,2725
Health Professionals,Veterinarians,2726
"Legal, Social and Cultural Professionals",Journalists,2727
Production and Specialized Services Managers,Manufacturing Managers,2728
Protective Services Workers,Security Guards,2729
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,2730
"Legal, Social and Cultural Professionals",Authors and Related Writers,2731
Handicraft and Printing Workers,"Handicraft Workers in Textile, Leather and Related Materials",2732
"Legal, Social and Cultural Professionals",Visual Artists,2733
Science and Engineering Professionals,Chemical Engineers,2734
Stationary Plant and Machine Operators,Plastic Products Machine Operators,2735
"Legal, Social and Cultural Professionals","Translators, Interpreters and Other Linguists",2736
Teaching Professionals,Teaching Professionals Not Elsewhere Classified,2737
"Metal, Machinery and Related Trades Workers",Toolmakers and Related Workers,2738
"Legal, Social and Cultural Professionals",Visual Artists,2739
Electrical and Electronics Trades Workers,Electronics Mechanics and Servicers,2740
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2741
Stationary Plant and Machine Operators,Sewing Machine Operators,2742
"Legal, Social and Cultural Professionals",Religious Professionals,2743
Building and Related Trades Workers (excluding Electricians),Plumbers and Pipe Fitters,2744
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,2745
Science and Engineering Associate Professionals,Physical and Engineering Science Technicians Not Elsewhere Classified,2746
Business and Administration Professionals,Accountants,2747
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,2748
Science and Engineering Associate Professionals,Mechanical Engineering Technicians,2749
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,2750
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",2751
Science and Engineering Associate Professionals,Ships’ Deck Officers and Pilots,2752
Production and Specialized Services Managers,Aged Care Services Managers,2753
Drivers and Mobile Plant Operators,Lifting Truck Operators,2754
Drivers and Mobile Plant Operators,Earthmoving and Related Plant Operators,2755
Science and Engineering Professionals,"Biologists, Botanists, Zoologists and Related Professionals",2756
Building and Related Trades Workers (excluding Electricians),Plumbers and Pipe Fitters,2757
Administrative and Commercial Managers,Research and Development Managers,2758
Production and Specialized Services Managers,Health Services Managers,2759
Business and Administration Associate Professionals,Clearing and Forwarding Agents,2760
Science and Engineering Associate Professionals,Mechanical Engineering Technicians,2761
Science and Engineering Professionals,Building Architects,2762
Science and Engineering Professionals,Civil Engineers,2763
"Labourers in Mining, Construction, Manufacturing and Transport",Mining and Quarrying Labourers,2764
Customer Services Clerks,Receptionists (general),2765
Production and Specialized Services Managers,Agricultural and Forestry Production Managers,2766
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,2767
Science and Engineering Associate Professionals,Civil Engineering Technicians,2768
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,2769
Production and Specialized Services Managers,Information and Communications Technology Services Managers,2770
